code,印度尼西亚 Indonesian
Rocket_Girls_Description_21,"Di lobby game, player dapat melihat profil setiap rocket girls, termasuk  :"
Rocket_Girls_Description_22,"1.  Foto: Mouse dipindahkan ke atas foto, dapat melihat rate kepuasan rocket girls, rate kemenangan   (  luck ) , rate kemenangan banker, rate kemenangan player dan interaksi"
Rocket_Girls_Description_23,2.  Love: Klik Love untuk follow rocket girls
Rocket_Girls_Description_24,3.  Bahasa: Bahasa yang digunakan oleh rocket girls
Rocket_Girls_Description_25,"4.  Status online: Rocket Girls sedang online, ditandai dengan lampu hijau. Rocket girls sedang offline, ditandai dengan lampu merah"
Rocket_Girls_Description_27,"6. Situasi menang dan kalah  sebelumnya   18  : Rocket girls memasang taruhan untuk banker   (  player  )   Catatan kemenangan ada di baris atas, ditandai dengan bola merah   (  biru  ) ; Rocket girls memasang taruhan untuk banker ( player ) Catatan kekalahan di baris bawah, ditandai dengan bola merah ( biru ) ; jika permainan tie, tidak dicatat sebagai kemenangan atau kekalahan rocket girls, akan ditandai dengan warna hijau garis miring"
Rocket_Girls_Description_28,Tentang player
Rocket_Girls_Description_29,Tinggalkan ruangan secara otomatis
Rocket_Girls_Description_30,"Dalam dua kasus berikut, semua player akan secara otomatis meninggalkan ruangan langsung dan kembali ke list rocket girls  :"
Rocket_Girls_Description_31,1.  Rocket girls logout secara normal
Rocket_Girls_Description_32,2.  Rocket girls keluar karena jaringan terputus
g_gw_guest_repeat,"Akun Anda login di perangkat lain. Jika memiliki pertanyaan, silakan hubungi layanan pelanggan."
main_title4_1,Lobi
Rocket_Girls_Description_33,"5. Win Rate: Jumlah total Rocket Girls memasang taruhan, persentase kemenangan dan kekalahan keseluruhan"
change_button,Ubah
roulette_red_simple,R
roulette_black_simple,B
g_odd_simple,O
g_even_simple,E
g_zero_simple,Z
g_small_simple,S
g_big_simple,B
Baccarat_Chat_control_12,Ini kamar yang sama
Baccarat_Chat_control_13,Saya telah memasang taruhan di area ini
Rocket_Girls_client_remind,"Terlalu banyak klik, silakan coba lagi nanti"
Rocket_Girls_client_remind_1,"Dealer bergabung, waktu taruhan diubah menjadi %s detik"
Rocket_Girls_client_remind_2,"Dealer keluar, waktu taruhan diubah kembali ke% s detik"
Rocket_Girls_client_remind_3,Dealer mengakhiri waktu taruhan ronde ini lebih awal
All_icon,Semua
online_icon,Online
Favorite_icon,Favorit
DT_customerBet_Description_1,"Game ini menggunakan 8 deck kartu, masing-masing adalah kartu standar 52 kartu. Dealer hanya membagikan 2 grup kartu, masing-masing grup hanya bagi 1 kartu, Dragon dan kemudian Tiger. Player boleh bebas bertaruh pada "" Dragon"", "" Tiger"", ""Tie"", ""Dragon Ganjil "", ""DragonGenap"", ""Tiger Ganjil"", ""Tiger Genap"", ""Dragon Black"", ""Dragon Red"", ""Tiger Black"" dan ""Tiger Red"". Bandingkan besar kecil dari kartu di kedua sisi, A paling kecil, dan K paling besar. Urutan kartu dari kecil ke besar: 1-2-3-4-5-6-7-8-9-10-11-12-13, tidak membandingkan bunga kartu, hanya membandingkan nilai kartu, nilai sama berarti Tie."
DT_customerBet_Description_2,"Pilih setidaknya tiga area taruhan, boleh memilih 9 area taruhan di versi PC"
DT_customerBet_Description_3,"Catatan: Setelah 30 ronde per boot (yaitu mulai dari ronde ke-31), tidak menerima taruhan pada area ganjil, genap, black, red, dll."
DT_customerBet_Dragon_odd,Dragon Ganjil
DT_customerBet_Dragon_even,Dragon Genap
DT_customerBet_Tiger_odd,Tiger Ganjil
DT_customerBet_Tiger_even,Tiger Genap
DT_customerBet_Dragon_black,Dragon Black
DT_customerBet_Dragon_red,Dragon Red
DT_customerBet_Tiger_black,Tiger Black
DT_customerBet_Tiger_red,Tiger Red
DT_customerBet_Description_4,Ketika Tie akan kehilangan setengah dari jumlah taruhan
DT_customerBet_Description_5,Ketika Tie akan menang 8x lipat
DT_customerBet_Description_6,Nilai kartu Dragon adalah ganjil
DT_customerBet_Description_7,Nilai kartu Dragon adalah genap
DT_customerBet_Description_8,Nilai kartu Tiger adalah ganjil
DT_customerBet_Description_9,Nilai kartu Tiger adalah genap
DT_customerBet_Description_10,Jenis bunga kartu adalah sekop dan keriting
DT_customerBet_Description_11,Jenis bunga kartu adalah hati dan berlian
DT_customerBet_Description_12,"※Ketika muncul Tie, taruhan yang ditempatkan di area Tiger Dragon akan dikembalikan setengahnya."
DT_customerBet_teach_1,"Dragon, Tiger, Tie, Dragon Ganjil, DragonGenap, Tiger Ganjil, Tiger Genap, Dragon Black, Dragon Red, Tiger Black dan Tiger Red, berbagai jenis taruhan bebas untuk dipasang dan dapat menentukan sendiri posisi untuk bertaruh."
Rocket_Girls_Description_34,"6. Situasi menang dan kalah  sebelumnya   12  : Rocket girls memasang taruhan untuk banker   (  player  )   Catatan kemenangan ada di baris atas, ditandai dengan bola merah   (  biru  ) ; Rocket girls memasang taruhan untuk banker ( player ) Catatan kekalahan di baris bawah, ditandai dengan bola merah ( biru ) ; jika permainan tie, tidak dicatat sebagai kemenangan atau kekalahan rocket girls, akan ditandai dengan warna hijau garis miring"
Rocket_Girls_Description_35,Online
Rocket_Girls_Description_36,Offline
Rocket_Girls_Description_37,Favorite
Rocket_Girls_Description_38,Lucky
Rocket_Girls_Description_39,Banker win
Rocket_Girls_Description_40,Player win
Rocket_Girls_Description_41,Interact
Rocket_Girls_Description_42,Stats
Rocket_Girls_Description_43,Win
Rocket_Girls_Description_44,Lose
Rocket_Girls_Description_45,Last
Rocket_Girls_Description_46,Total
Rocket_Girls_room_LiveAnchor,Live Anchor
Rocket_Girls_room_NoBet,No Bet
Prompt_message,Silakan hubungi layanan pelanggan
game_name_LadyLuck,Fortune  Wheel
Currency_AMS,AMS
Scan_QRCode,Scan QR Code
Download_APP,Download APP
game_on,On
game_off,Off
Money_Wheel_game_rules,"Desainnya berasal dari game klasik kasino - Money Wheel, mirip dengan mesin slot dan gampang dimainkan, diintegrasikan dengan gameplay yang memiliki rate pembayaran kelipatan tinggi, seperti hipnotis yang menciptakan suasana kasino dan sangat seru. Mari kita bersama-sama mendambakan seorang wanita cantik yang membantu Anda memutarkan keberuntungan kemenangan Anda yang ajaib dan besar."
Money_Wheel_game_rules_1,"Wheel memiliki 54 posisi berukuran sama, 52 di antaranya berada pada 6 area Main Bet (1, 2, 5, 10, 20, 40), jika Wheel berhenti di area Main Bet tempat pemain bertaruh, maka akan mendapatkan Kemenangan 2 posisi lainnya adalah 2X dan 8X, merupakan indeks multiplier, dapat digunakan sebagai bonus khusus untuk mengalikan nilai kemenangan."
Money_Wheel_game_rules_2,Side Bet-Ganjil
Money_Wheel_game_rules_3,Side Bet-Genap
Money_Wheel_game_rules_4,Side Bet-Indeks Multiplier
Money_Wheel_game_rules_5,※Harap perhatikan: Jumlah maksimum pembayaran kemenangan akan bervariasi tergantung pada setting operator.
Money_Wheel_game_rules_6,"Ketika pemain memasuki game, jika putaran sedang berlangsung, harap tunggu putaran berikutnya untuk mulai memasang taruhan."
Money_Wheel_game_rules_7,"Ketika putaran membuka pemasangan taruhan, pemain dapat mulai memilih chip untuk bertaruh secara terpisah di 6 area Main Bet dan 3 Side Bet."
Money_Wheel_game_rules_8,"Setelah selesai memasang bet apa pun, perlu mengklik tombol konfirmasi sekali lagi, agar pemasangan bet efektif."
Money_Wheel_game_rules_9,"Setelah waktu taruhan berakhir, tidak akan menerima taruhan apapun lagi dan dealer memutar Wheel."
Money_Wheel_game_rules_10,"◆Jika hasil putaran berhenti di 6 area Main Bet (1, 2, 5, 10, 20, 40), maka permainan berakhir:"
Money_Wheel_game_rules_11,1. Taruhan yang dipasang di area Main Bet dibayar sesuai dengan basic rate hasil kemenangan.
Money_Wheel_game_rules_12,"Contoh: hasil kemenangan 5, berarti rate pembayaran 1 : 5, hasil kemenangan 10, berarti rate pembayaran 1 : 10, dan seterusnya."
Money_Wheel_game_rules_13,"2. Taruhan yang dipasang di area Side Bet dibayarkan sesuai dengan rate pembayaran ganjil, genap atau indeks multiplier dari hasil putaran."
Money_Wheel_game_rules_14,"Contoh: hasil kemenangan adalah ganjil, berarti rate pembayaran 1 : 0,75; hasil kemenangan adalah genap, berarti rate pembayaran 1 : 1,25."
Money_Wheel_game_rules_15,"◆Jika hasil putaran berhenti pada Multiplier (2X atau 8X), permainan tidak dianggap berakhir, semua taruhan chip di area Main Bet akan di hold, dan chip di area Side Bet akan dibersihkan, tidak diizinkan untuk memasang taruhan baru."
Money_Wheel_game_rules_16,"1. Putar roda lagi dan bila hasilnya adalah 1, 2, 5, 10, 20 atau 40 maka kalikan rate kemenangan normal pada area Main Bet dengan 2 atau 8 sesuai dengan indeks multiplier yang diperoleh sebelumnya."
Money_Wheel_game_rules_17,"Contoh: putaran pertama berhenti di 8X, putaran berikutnya berhenti di area taruhan 5, maka pemain yang bertaruh pada area taruhan 5 sebelum chip di hold akan memperoleh (1:5) X 8 = (1:40)"
Money_Wheel_game_rules_18,"◆Jika hasil dari putaran beberapa kali berhenti pada indeks multiplier (2X atau 8X), permainan tidak akan dianggap berakhir, semua taruhan yang dipasang di area Main Bet akan terus di hold, tidak diizinkan untuk memasang taruhan baru."
Money_Wheel_game_rules_19,"1. Pada saat ini akan dilakukan akumulasi multiplier, yaitu, setelah rate pembayaran kemenangan biasa di area Main Bet sebelumnya dikalikan 2 atau 8, dikalikan sekali lagi dengan indeks multiplier baru (2X atau 8X)."
Money_Wheel_game_rules_20,"2. Akumulasi multiplier akan berlanjut hingga putaran berhenti di salah satu area Main Bet: 1, 2, 5, 10, 20 atau 40. (Contoh, jika Wheel berhenti di 8X, kemudian berhenti di 2X pada putaran berikutnya, dan kemudian berhenti di area taruhan 5, maka pemain yang bertaruh di area taruhan 5 sebelum chip di hold akan memperoleh (1: 5) X 8 X 2 = ( 1:40) X 2 = 1: 80)"
Money_Wheel_game_rules_21,Nilai multiplier yang ditampilkan setelah akumulasi multiplier terus-menerus tidak terikat oleh angka dasar yang dipublikasikan dalam tabel pembayaran.
Money_Wheel_game_rules_22,"Dalam setiap ronde game, jumlah pembayaran maksimum single bet terbatas. Untuk lebih jelas silakan lihat angka yang diumumkan di bawah statistik bet."
Money_Wheel_game_rules_23,Side Bet
Money_Wheel_game_rules_24,"3 Side Bet berupa: ganjil, genap atau multiplier. Pemain tidak diharuskan bertaruh di area Main Bet, dapat juga memasang di area Side Bet secara langsung."
Money_Wheel_game_rules_25,Hasil dari kemenangan Ganjil pada Side Bet sbb: 1 atau 5.
Money_Wheel_game_rules_26,Hasil dari kemenangan Genap pada Side Bet sbb: 2 atau 10 atau 20 atau 40.
Money_Wheel_game_rules_27,Hasil dari kemenangan Multiplier pada Side Bet sbb: dikalikan 2X atau dikalikan 8X
Money_Wheel_game_rules_28,"Bila hasil putaran adalah indeks multiplier, maka pemain akan segera kehilangan taruhan pada Ganjil dan Genap."
Money_Wheel_game_rules_29,"※Harap perhatikan, jika hasil dari beberapa spin berturut-turut adalah indeks multiplier, bonus indeks multiplier hanya dapat diperoleh satu kali."
Money_Wheel_game_rules_30,Auto Bet
Money_Wheel_game_rules_31,"Setelah memasang taruhan, klik tombol Auto Bet untuk mengatur game dalam beberapa putaran yang ditentukan, akan terus mengulangi taruhan."
Money_Wheel_game_rules_32,Langkah-langkah:
Money_Wheel_game_rules_33,1. Tempatkan chip di area taruhan seperti taruhan normal.
Money_Wheel_game_rules_34,2. Pilih jumlah putaran untuk taruhan ulang.
Money_Wheel_game_rules_35,3. Kemudian klik tombol konfirmasi dan Auto Bet akan dilakukan.
Money_Wheel_game_rules_36,"Klik tombol Batal, untuk menghapus jumlah chip dan jumlah putaran di area taruhan."
Money_Wheel_game_rules_37,Klik tombol Multiple akan menggandakan jumlah chip di area taruhan.
Money_Wheel_game_rules_38,"Di awal putaran berikutnya, dapat melihat jumlah putaran Auto Bet yang tersisa pada bagian atas Auto Bet."
Money_Wheel_game_rules_39,"※Harap diperhatikan: Aubo Bet akan berlanjut sampai jumlah putaran Auto Bet yang diatur pemain menjadi 0, atau pemain menghentikan Auto Bet. Taruhan manual, klik untuk Multiple, keluar dari game, dan klik tombol untuk Auto Bet akan mengakhiri Auto Bet."
Money_Wheel_game_rules_40,Kesalahan Penanganan
Money_Wheel_game_rules_41,"1.Ketika hasil pertandingan tidak dapat ditentukan, putar kembali hingga hasilnya dapat ditentukan secara normal."
Money_Wheel_game_rules_42,"2. Ketika ada kesalahan dalam game, program atau sistem, dealer akan memberitahu manajer lapangan untuk menentukan, jika kesalahan tidak dapat segera ditangani, game akan menjadi tidak sah dan jumlah taruhan akan dikembalikan ke pemain."
Money_Wheel_teach_1,Pemain memasang taruhan setelah memilih chip.
Money_Wheel_teach_2,Konfirmasikan taruhan
Money_Wheel_teach_3,"Setelah memasang bet dengan chip, klik OK untuk menyelesaikan taruhan Anda."
Money_Wheel_teach_4,Klik Auto Bet dan menetapkan jumlah putaran yang ditentukan sehingga dapat mengulangi taruhan.
game_Mute,Silent
game_fullscreen,Full Screen
blackgold_gamefast_BB,"Blockchain
Baccarat"
blackgold_gamefast_slot,Slot Game
blackgold_gameTournament,"Turnamen
Baccarat"
blackgold_gamemenu_BB,Blockchain Baccarat
blackgold_gamemenu_slot,Slot Game
blackgold_gamemenu_trial,Ujicoba
blackgold_slot_game_hot,Populer
blackgold_slot_game_all,Semua
blackgold_slot_game_new,Game Terbaru
blackgold_slot_game_jackpot,Game Jackpot
blackgold_gamemenu_multitable,Multi-meja
Money_Wheel_MAXPayout,Pembayaran Maksimal
Currency_ADA,ADA
Currency_EOS,EOS
Currency_LTC,LTC
Currency_TRX,TRX
Currency_UBT,UBT
Money_Wheel_Auto,Akan berhenti ketika sisa saldo berkurang hingga nilai setting
dmg_chang_systemsettings,"Jika ingin mengganti metode display, silakan melakukan pengubahan di pengaturan sistem"
g_battle_wallet,Dompet PK
g_casino_wallet,Dompet Kasino
g_sports_wallet,Dompet Sports
g_ticket_wallet,Dompet Lotere
Money_Wheel_AutoBetSetting,Pengaturan Auto Bet
Money_Wheel_AutoBetSetting_1,Fungsi auto bet berhenti karena sisa saldo tidak cukup
Money_Wheel_AutoBetSetting_2,Nilai limit harus lebih rendah dari saldo
Money_Wheel_AutoBetSetting_3,"Pengaturan auto bet salah, harap periksa"
blackgold_gamemenu_Anchor,"Presenter
Baccarat"
game_cannotjoin,Anda tidak dapat memasuki meja game!
MoneyWheel_odd,Gjl
MoneyWheel_even,Gnp
MoneyWheel_Auto,Auto Bet
Multi_table_banker_pair,BANKER PAIR
Multi_table_player_pair,PEMAIN PAIR
game_new_app,"Versi Anda terlalu lama, unduh App baru"
game_bet_for_no_out,"Anda tidak bet dalam 3 putaran, sehingga akan mengeluarkan Anda dari kamar"
Dealer_logout_GS,X
txt_de_de,Bahasa Jerman
txt_fr_fr,Bahasa Prancis
txt_tr_tr,Bahasa Turki
game_Maintenance,Sedang dalam pemeliharaan
Dealer_switch_tables,Sedang pergantian meja
DMG_CP_LangKey_78,Dua sisi
DMG_CP_LangKey_79,Bsr
DMG_CP_LangKey_80,Kcl
DMG_CP_LangKey_81,Super besar
DMG_CP_LangKey_82,Super kecil
DMG_CP_LangKey_83,Besar Genap
DMG_CP_LangKey_84,Kecil Genap
DMG_CP_LangKey_85,Besar Ganjil
DMG_CP_LangKey_86,Kecil Ganjil
DMG_CP_LangKey_87,Gjl
DMG_CP_LangKey_88,Gnp
DMG_CP_LangKey_89,Bola Berwarna
DMG_CP_LangKey_90,Bola Merah
DMG_CP_LangKey_91,Bola Biru
DMG_CP_LangKey_92,Bola Hijau
DMG_CP_LangKey_93,Nilai Total
DMG_CP_LangKey_94,Nilai Total 3 bola
DMG_CP_LangKey_95,Naga Harimau
DMG_CP_LangKey_96,Naga
DMG_CP_LangKey_97,Harimau
DMG_CP_LangKey_98,Tie
DMG_CP_LangKey_99,Three of a Kind
DMG_CP_LangKey_100,Three of a Kind General Bet
DMG_CP_LangKey_101,Three of a Kind Single Bet
DMG_CP_LangKey_102,Pair
DMG_CP_LangKey_103,Pair General Bet
DMG_CP_LangKey_104,Pair Single Bet
DMG_CP_LangKey_105,Straight
DMG_CP_LangKey_106,Straight General Bet
DMG_CP_LangKey_107,Straight Single Bet
DMG_CP_LangKey_108,First set ball vs second set ball
DMG_CP_LangKey_109,First set ball vs third set ball
DMG_CP_LangKey_110,Second set ball vs third set ball
DMG_CP_LangKey_112,Three star bet langsung
DMG_CP_LangKey_113,Three star 3 Grup
DMG_CP_LangKey_114,Three star 6 Grup
DMG_CP_LangKey_115,Front 2 bet langsung
DMG_CP_LangKey_116,Front 2 bet grup
DMG_CP_LangKey_117,Back 2 bet langsung
DMG_CP_LangKey_118,Back 2 bet grup
DMG_CP_LangKey_119,Nilai total 3 Grup
DMG_CP_LangKey_120,Nilai total 6 Grup
DMG_CP_LangKey_121,Positioning
DMG_CP_LangKey_123,1 number Not Positioning
DMG_CP_LangKey_124,2 number Not Positioning
DMG_CP_LangKey_125,Dua sisi dua depan
DMG_CP_LangKey_126,Dua sisi dua belakang
DMG_CP_LangKey_127,1 Dare
DMG_CP_LangKey_128,2 Dare
DMG_CP_LangKey_129,Ratusan
DMG_CP_LangKey_130,Puluhan
DMG_CP_LangKey_131,Satuan
DMG_CP_LangKey_217,Dua sisi
DMG_CP_LangKey_221,eBET Mobile Casino
DMG_CP_LangKey_223,Five Star Bet langsung
DMG_CP_LangKey_224,Five Star Bet Grup 120
DMG_CP_LangKey_225,Five Star Bet Grup 60
DMG_CP_LangKey_226,Five Star Bet Grup 30
DMG_CP_LangKey_227,Five Star Bet Grup 20
DMG_CP_LangKey_228,Five Star Bet Grup 10
DMG_CP_LangKey_229,Five Star Bet Grup 5
DMG_CP_LangKey_231,Front 4 Bet langsung
DMG_CP_LangKey_232,Front 4 Bet Grup 24
DMG_CP_LangKey_233,Front 4 Bet Grup 12
DMG_CP_LangKey_234,Front 4 Bet Grup 6
DMG_CP_LangKey_235,Front 4 Bet Grup 4
DMG_CP_LangKey_237,Back 4 Bet langsung
DMG_CP_LangKey_238,Back 4 Bet Grup 24
DMG_CP_LangKey_239,Back 4 Bet Grup 12
DMG_CP_LangKey_240,Back 4 Bet Grup 6
DMG_CP_LangKey_241,Back 4 Bet Grup 4
DMG_CP_LangKey_243,Front 3 Bet langsung
DMG_CP_LangKey_244,Front 3 Bet Nilai Total
DMG_CP_LangKey_245,Front 3 Span Bet
DMG_CP_LangKey_246,Front 3 Bet Grup 6
DMG_CP_LangKey_247,Front 3 Bet Grup 3
DMG_CP_LangKey_248,Front 3 Bet Grup Nilai Total
DMG_CP_LangKey_249,Front 3 Bravery Bet
DMG_CP_LangKey_250,Front 3 Nilai Total Belakang
DMG_CP_LangKey_251,Front 3 Nomor Khusus
DMG_CP_LangKey_253,Middle 3 Bet langsung
DMG_CP_LangKey_254,Middle 3 Bet Nilai Total
DMG_CP_LangKey_255,Middle 3 Span Bet
DMG_CP_LangKey_256,Middle 3 Bet Grup 6
DMG_CP_LangKey_257,Middle 3 Bet Grup 3
DMG_CP_LangKey_258,Middle 3 Bet Grup Nilai Total
DMG_CP_LangKey_259,Middle 3 Bravery Bet
DMG_CP_LangKey_260,Middle 3 Nilai Total Belakang
DMG_CP_LangKey_261,Middle 3 Nomor Khusus
DMG_CP_LangKey_263,Back 3 Bet langsung
DMG_CP_LangKey_264,Back 3 Bet Nilai Total
DMG_CP_LangKey_265,Back 3 Span Bet
DMG_CP_LangKey_266,Back 3 Bet Grup 6
DMG_CP_LangKey_267,Back 3 Bet Grup 3
DMG_CP_LangKey_268,Back 3 Bet Grup Nilai Total
DMG_CP_LangKey_269,Back 3 Bravery Bet
DMG_CP_LangKey_270,Back 3 Nilai Total Belakang
DMG_CP_LangKey_271,Back 3 Nomor Khusus
DMG_CP_LangKey_273,Front 2 Bet Nilai Total
DMG_CP_LangKey_274,Front 2 Span Bet
DMG_CP_LangKey_275,Front 2 Bet Grup Nilai Total
DMG_CP_LangKey_276,Front 2 Bravery Bet
DMG_CP_LangKey_278,Back 2 Bet Nilai Total
DMG_CP_LangKey_279,Back 2 Span Bet
DMG_CP_LangKey_280,Back 2 Bet Grup Nilai Total
DMG_CP_LangKey_281,Back 2 Bravery Bet
DMG_CP_LangKey_283,Five Star Bet 1 number not positioning
DMG_CP_LangKey_284,Five Star Bet 2 number not positioning
DMG_CP_LangKey_285,Five Star Bet 3 number not positioning
DMG_CP_LangKey_286,Front 4 Bet 1 number not positioning
DMG_CP_LangKey_287,Front 4 Bet 2 number not positioning
DMG_CP_LangKey_288,Back 4 Bet 1 number not positioning
DMG_CP_LangKey_289,Back 4 Bet 2 number not positioning
DMG_CP_LangKey_290,Front 3 Bet 1 number not positioning
DMG_CP_LangKey_291,Front 3 Bet 2 number not positioning
DMG_CP_LangKey_292,Back 3 Bet 1 number not positioning
DMG_CP_LangKey_293,Back 3 Bet 2 number not positioning
DMG_CP_LangKey_295,Front 3 Besar Kecil Ganjil Genap
DMG_CP_LangKey_296,Back 3 Besar Kecil Ganjil Genap
DMG_CP_LangKey_297,Front 2 Besar Kecil Ganjil Genap
DMG_CP_LangKey_298,Back 2 Besar Kecil Ganjil Genap
DMG_CP_LangKey_299,Semoga lancar dan sukses
DMG_CP_LangKey_300,Semakin banyak hal baik yang terjadi
DMG_CP_LangKey_301,Mendapat berita gembira
DMG_CP_LangKey_302,Semoga banyak rezeki berlimpah
DMG_CP_LangKey_304,2 Optional Bet Langsung
DMG_CP_LangKey_305,2 Optional Bet Nilai Total
DMG_CP_LangKey_306,2 Optional Bet Grup
DMG_CP_LangKey_307,2 Optional Bet Grup Nilai Total
DMG_CP_LangKey_308,3 Optional Bet Langsung
DMG_CP_LangKey_309,3 Optional Bet Nilai Total
DMG_CP_LangKey_310,3 Optional Bet Grup 6
DMG_CP_LangKey_311,3Optional Bet Grup 3
DMG_CP_LangKey_312,3 Optional Bet Grup Nilai Total
DMG_CP_LangKey_313,4 Optional Bet langsung
DMG_CP_LangKey_314,4 Optional Bet Grup 24
DMG_CP_LangKey_315,4 Optional Bet Grup 12
DMG_CP_LangKey_316,4 Optional Bet Grup 6
DMG_CP_LangKey_317,4 Optional Bet Grup 4
DMG_CP_LangKey_318,Ball 1
DMG_CP_LangKey_319,Ball 2
DMG_CP_LangKey_320,Ball 3
DMG_CP_LangKey_321,Ball 4
DMG_CP_LangKey_322,Ball 5
DMG_CP_LangKey_323,All Five Middle One
DMG_CP_LangKey_324,Naga Harimau Tie
DMG_CP_LangKey_325,Nomor Khusus
DMG_CP_LangKey_326,Bull Bull
DMG_CP_LangKey_327,Show Hand
DMG_CP_LangKey_328,Bull 1
DMG_CP_LangKey_329,Bull 2
DMG_CP_LangKey_330,Bull 3
DMG_CP_LangKey_331,Bull 4
DMG_CP_LangKey_332,Bull 5
DMG_CP_LangKey_333,Bull 6
DMG_CP_LangKey_334,Bull 7
DMG_CP_LangKey_335,Bull 8
DMG_CP_LangKey_336,Bull 9
DMG_CP_LangKey_338,Bull 0
DMG_CP_LangKey_339,Bull Besar
DMG_CP_LangKey_340,Bull Kecil
DMG_CP_LangKey_341,Bull Ganjil
DMG_CP_LangKey_342,Bull Genap
DMG_CP_LangKey_343,Ball 1 vs Ball 4
DMG_CP_LangKey_344,Ball 1 vs Ball 5
DMG_CP_LangKey_345,Ball 2 vs Ball 4
DMG_CP_LangKey_346,Ball 2 vs Ball 5
DMG_CP_LangKey_347,Ball 3 vs Ball 4
DMG_CP_LangKey_348,Ball 3 vs Ball 5
DMG_CP_LangKey_349,Ball 4 vs Ball 5
DMG_CP_LangKey_350,Miscellaneous six
DMG_CP_LangKey_351,Half Straight
DMG_CP_LangKey_352,Five of a kind
DMG_CP_LangKey_353,Four of a kind
DMG_CP_LangKey_354,Full house
DMG_CP_LangKey_355,Straight
DMG_CP_LangKey_356,Three of a kind
DMG_CP_LangKey_357,Two pair
DMG_CP_LangKey_358,One Pair
DMG_CP_LangKey_359,No-pair
DMG_CP_LangKey_360,Prime
DMG_CP_LangKey_361,Composite
DMG_CP_LangKey_365,5 Genap 0 Ganjil
DMG_CP_LangKey_366,4 Genap 1 Ganjil
DMG_CP_LangKey_367,3 Genap 2 Ganjil
DMG_CP_LangKey_368,3 Ganjil 2 Genap
DMG_CP_LangKey_369,4 Ganjil 1 Genap
DMG_CP_LangKey_370,5 Ganjil 0 Genap
DMG_CP_LangKey_371,Tail Besar
DMG_CP_LangKey_372,Tail Kecil
DMG_CP_LangKey_373,Puluh Ribuan
DMG_CP_LangKey_374,Ribuan
DMG_CP_LangKey_468,Angka
DMG_CP_LangKey_469,3 Bravery
DMG_CP_LangKey_475,eBET 3D
DMG_CP_LangKey_488,eBET 11 pilih 5
DMG_CP_LangKey_489,Front 3 Bet Grup
DMG_CP_LangKey_490,Middle 3 Bet Grup
DMG_CP_LangKey_491,Back 3 Bet Grup
DMG_CP_LangKey_492,Front 3 Not Positioning
DMG_CP_LangKey_493,Middle 3 Not Positioning
DMG_CP_LangKey_494,Back 3 Not Positioning
DMG_CP_LangKey_495,Bebas pilih 1 dari 1
DMG_CP_LangKey_496,Bebas pilih 2 dari 2
DMG_CP_LangKey_497,Bebas pilih 3 dari 3
DMG_CP_LangKey_498,Bebas pilih 4 dari 4
DMG_CP_LangKey_499,Bebas pilih 5 dari 5
DMG_CP_LangKey_500,Bebas pilih 6 dari 5
DMG_CP_LangKey_501,Bebas pilih 7 dari 5
DMG_CP_LangKey_502,Bebas pilih 8 dari 5
DMG_CP_LangKey_504,Nilai Total 2 permukaan
DMG_CP_LangKey_505,Tebak Ganjil Genap
DMG_CP_LangKey_506,Tebak Posisi Tengah
DMG_CP_LangKey_507,Front 3 Bravery Tow
DMG_CP_LangKey_508,Middle 3 Bravery Tow
DMG_CP_LangKey_509,Back 3 Bravery Tow
DMG_CP_LangKey_510,Front 2 Bravery Tow
DMG_CP_LangKey_511,Back 2 Bravery Tow
DMG_CP_LangKey_512,Bravery Number
DMG_CP_LangKey_513,Tow Number
DMG_CP_LangKey_514,Front 3 Group Bet Group Langsung
DMG_CP_LangKey_515,Middle 3 Group Bet Group Langsung
DMG_CP_LangKey_516,Back 3 Group Bet Group Langsung
DMG_CP_LangKey_552,eBET PK10
DMG_CP_LangKey_553,Front 1 Bet langsung
DMG_CP_LangKey_554,Front 4 Bet langsung
DMG_CP_LangKey_555,Front 5 Bet langsung
DMG_CP_LangKey_556,Champion
DMG_CP_LangKey_557,The 1st runner-up
DMG_CP_LangKey_558,The 2nd runner-up
DMG_CP_LangKey_559,Juara 4
DMG_CP_LangKey_560,Juara 5
DMG_CP_LangKey_561,Juara 6
DMG_CP_LangKey_562,Juara 7
DMG_CP_LangKey_563,Juara 8
DMG_CP_LangKey_564,Juara 9
DMG_CP_LangKey_565,Juara 10
DMG_CP_LangKey_566,Champion dan The 1st runner-up nilai total
DMG_CP_LangKey_567,Two side total Champion dan Runner-up
DMG_CP_LangKey_568,Champion dan The 1st runner-up Composite
DMG_CP_LangKey_569,Ball 1 VS Ball 10
DMG_CP_LangKey_570,Ball 2 VS Ball 9
DMG_CP_LangKey_571,Ball 3 VS Ball 8
DMG_CP_LangKey_572,Ball 4 VS Ball 7
DMG_CP_LangKey_573,Ball 5 VS Ball 6
DMG_CP_LangKey_610,3 angka sama
DMG_CP_LangKey_611,3 angka beda
DMG_CP_LangKey_612,3 angka berbeda Bravery Tow
DMG_CP_LangKey_613,3 angka berurutan
DMG_CP_LangKey_614,2 angka sama Multiple Selection
DMG_CP_LangKey_615,2 angka sama Single Selection
DMG_CP_LangKey_616,2 angka berbeda Multiple Selection
DMG_CP_LangKey_617,2 angka berbeda Bravery Tow
DMG_CP_LangKey_618,Three General
DMG_CP_LangKey_619,Kembar tiga
DMG_CP_LangKey_620,Long card
DMG_CP_LangKey_621,Short Deck
